iso;country;language;id;region1;region2;region3;region4;locality;postcode;suburb;latitude;longitude;elevation;iso2;fips;nuts;hasc;stat;timezone;utc;dst
GB;United Kingdom;EN;1031054592;England;South West England;City of Bristol;;Avonmouth;BS11 9EB;;51.518945;-2.692011;8;GB-BST;UKB7;UKK11;GB.BS;E06000023;Europe/London;+00:00;+01:00
GB;United Kingdom;EN;1030986653;England;South West England;City of Bristol;;Avonmouth;BS11 9ED;;51.503152;-2.697204;9;GB-BST;UKB7;UKK11;GB.BS;E06000023;Europe/London;+00:00;+01:00
GB;United Kingdom;EN;1019341106;England;South West England;City of Bristol;;Avonmouth;BS11 9EH;;51.503804;-2.695009;7;GB-BST;UKB7;UKK11;GB.BS;E06000023;Europe/London;+00:00;+01:00
GB;United Kingdom;EN;1019341107;England;South West England;City of Bristol;;Avonmouth;BS11 9ES;;51.501949;-2.698482;8;GB-BST;UKB7;UKK11;GB.BS;E06000023;Europe/London;+00:00;+01:00
GB;United Kingdom;EN;1019341108;England;South West England;City of Bristol;;Avonmouth;BS11 9ET;;51.502484;-2.697669;8;GB-BST;UKB7;UKK11;GB.BS;E06000023;Europe/London;+00:00;+01:00
GB;United Kingdom;EN;1019341109;England;South West England;City of Bristol;;Avonmouth;BS11 9EU;;51.500854;-2.696693;8;GB-BST;UKB7;UKK11;GB.BS;E06000023;Europe/London;+00:00;+01:00
GB;United Kingdom;EN;1019341110;England;South West England;City of Bristol;;Avonmouth;BS11 9EW;;51.501544;-2.699988;8;GB-BST;UKB7;UKK11;GB.BS;E06000023;Europe/London;+00:00;+01:00
GB;United Kingdom;EN;1019341111;England;South West England;City of Bristol;;Avonmouth;BS11 9FB;;51.500145;-2.690257;10;GB-BST;UKB7;UKK11;GB.BS;E06000023;Europe/London;+00:00;+01:00
GB;United Kingdom;EN;1019341112;England;South West England;City of Bristol;;Avonmouth;BS11 9FE;;51.501312;-2.698141;8;GB-BST;UKB7;UKK11;GB.BS;E06000023;Europe/London;+00:00;+01:00
GB;United Kingdom;EN;1031194832;England;South West England;City of Bristol;;Avonmouth;BS11 9FF;;51.508952;-2.685001;6;GB-BST;UKB7;UKK11;GB.BS;E06000023;Europe/London;+00:00;+01:00
GB;United Kingdom;EN;1031197594;England;South West England;City of Bristol;;Avonmouth;BS11 9FG;;51.516994;-2.689071;6;GB-BST;UKB7;UKK11;GB.BS;E06000023;Europe/London;+00:00;+01:00
GB;United Kingdom;EN;1019341115;England;South West England;City of Bristol;;Avonmouth;BS11 9FP;;51.499878;-2.695872;8;GB-BST;UKB7;UKK11;GB.BS;E06000023;Europe/London;+00:00;+01:00
GB;United Kingdom;EN;1031236369;England;South West England;City of Bristol;;Avonmouth;BS11 9HF;;51.505064;-2.699293;8;GB-BST;UKB7;UKK11;GB.BS;E06000023;Europe/London;+00:00;+01:00
GB;United Kingdom;EN;1031098157;England;South West England;City of Bristol;;Avonmouth;BS11 9HG;;51.504262;-2.699569;8;GB-BST;UKB7;UKK11;GB.BS;E06000023;Europe/London;+00:00;+01:00
GB;United Kingdom;EN;1019341118;England;South West England;City of Bristol;;Avonmouth;BS11 9HL;;51.505690;-2.695326;8;GB-BST;UKB7;UKK11;GB.BS;E06000023;Europe/London;+00:00;+01:00
GB;United Kingdom;EN;1030972047;England;South West England;City of Bristol;;Avonmouth;BS11 9HP;;51.506250;-2.701012;9;GB-BST;UKB7;UKK11;GB.BS;E06000023;Europe/London;+00:00;+01:00
GB;United Kingdom;EN;1029813991;England;South West England;City of Bristol;;Avonmouth;BS11 9HQ;;51.504514;-2.696562;7;GB-BST;UKB7;UKK11;GB.BS;E06000023;Europe/London;+00:00;+01:00
GB;United Kingdom;EN;1019341120;England;South West England;City of Bristol;;Avonmouth;BS11 9HS;;51.508369;-2.696966;9;GB-BST;UKB7;UKK11;GB.BS;E06000023;Europe/London;+00:00;+01:00
GB;United Kingdom;EN;1031060189;England;South West England;City of Bristol;;Avonmouth;BS11 9HU;;51.506607;-2.693798;7;GB-BST;UKB7;UKK11;GB.BS;E06000023;Europe/London;+00:00;+01:00
GB;United Kingdom;EN;1031163640;England;South West England;City of Bristol;;Avonmouth;BS11 9HW;;51.508641;-2.694996;6;GB-BST;UKB7;UKK11;GB.BS;E06000023;Europe/London;+00:00;+01:00
GB;United Kingdom;EN;1019341123;England;South West England;City of Bristol;;Avonmouth;BS11 9HZ;;51.509242;-2.695337;8;GB-BST;UKB7;UKK11;GB.BS;E06000023;Europe/London;+00:00;+01:00
GB;United Kingdom;EN;1019341124;England;South West England;City of Bristol;;Avonmouth;BS11 9JA;;51.499195;-2.697403;9;GB-BST;UKB7;UKK11;GB.BS;E06000023;Europe/London;+00:00;+01:00
GB;United Kingdom;EN;1019341125;England;South West England;City of Bristol;;Avonmouth;BS11 9JZ;;51.496651;-2.691184;9;GB-BST;UKB7;UKK11;GB.BS;E06000023;Europe/London;+00:00;+01:00
GB;United Kingdom;EN;1019341126;England;South West England;City of Bristol;;Avonmouth;BS11 9LG;;51.494693;-2.690881;8;GB-BST;UKB7;UKK11;GB.BS;E06000023;Europe/London;+00:00;+01:00
GB;United Kingdom;EN;1019341127;England;South West England;City of Bristol;;Avonmouth;BS11 9TP;;51.506554;-2.690714;8;GB-BST;UKB7;UKK11;GB.BS;E06000023;Europe/London;+00:00;+01:00
GB;United Kingdom;EN;1019341128;England;South West England;City of Bristol;;Avonmouth;BS11 9YE;;51.506782;-2.691654;8;GB-BST;UKB7;UKK11;GB.BS;E06000023;Europe/London;+00:00;+01:00
GB;United Kingdom;EN;1031017922;England;South West England;City of Bristol;;Avonmouth;BS11 9YH;;51.504368;-2.686258;7;GB-BST;UKB7;UKK11;GB.BS;E06000023;Europe/London;+00:00;+01:00
GB;United Kingdom;EN;1030868192;England;South West England;City of Bristol;;Avonmouth;BS11 9YL;;51.505571;-2.688149;7;GB-BST;UKB7;UKK11;GB.BS;E06000023;Europe/London;+00:00;+01:00
GB;United Kingdom;EN;1031068564;England;South West England;City of Bristol;;Avonmouth;BS11 9YP;;51.505032;-2.689582;8;GB-BST;UKB7;UKK11;GB.BS;E06000023;Europe/London;+00:00;+01:00
GB;United Kingdom;EN;1019341132;England;South West England;City of Bristol;;Avonmouth;BS11 9YQ;;51.516765;-2.692713;6;GB-BST;UKB7;UKK11;GB.BS;E06000023;Europe/London;+00:00;+01:00
GB;United Kingdom;EN;1031089692;England;South West England;City of Bristol;;Avonmouth;BS11 9YR;;51.502781;-2.696175;9;GB-BST;UKB7;UKK11;GB.BS;E06000023;Europe/London;+00:00;+01:00
GB;United Kingdom;EN;1031120765;England;South West England;City of Bristol;;Avonmouth;BS11 9YS;;51.505640;-2.690110;7;GB-BST;UKB7;UKK11;GB.BS;E06000023;Europe/London;+00:00;+01:00
GB;United Kingdom;EN;1030979649;England;South West England;City of Bristol;;Avonmouth;BS11 9ZG;;51.506241;-2.693389;6;GB-BST;UKB7;UKK11;GB.BS;E06000023;Europe/London;+00:00;+01:00
GB;United Kingdom;EN;1031048294;England;South West England;City of Bristol;;Avon Valley Business Park;BS4 4EE;;51.451300;-2.545840;22;GB-BST;UKB7;UKK11;GB.BS;E06000023;Europe/London;+00:00;+01:00
GB;United Kingdom;EN;1018984917;England;South West England;City of Bristol;;Avon Valley Business Park;BS4 4EU;;51.452289;-2.545852;15;GB-BST;UKB7;UKK11;GB.BS;E06000023;Europe/London;+00:00;+01:00
GB;United Kingdom;EN;1018983636;England;South West England;City of Bristol;;Baptist Mills;BS2 9RS;;51.467603;-2.575633;11;GB-BST;UKB7;UKK11;GB.BS;E06000023;Europe/London;+00:00;+01:00
GB;United Kingdom;EN;1030868311;England;South West England;City of Bristol;;Barton Hill;BS5 0DW;;51.454077;-2.568814;18;GB-BST;UKB7;UKK11;GB.BS;E06000023;Europe/London;+00:00;+01:00
GB;United Kingdom;EN;1019348381;England;South West England;City of Bristol;;Barton Hill;BS5 9BF;;51.452249;-2.565740;14;GB-BST;UKB7;UKK11;GB.BS;E06000023;Europe/London;+00:00;+01:00
GB;United Kingdom;EN;1019348382;England;South West England;City of Bristol;;Barton Hill;BS5 9BU;;51.451826;-2.565778;12;GB-BST;UKB7;UKK11;GB.BS;E06000023;Europe/London;+00:00;+01:00
GB;United Kingdom;EN;1019348383;England;South West England;City of Bristol;;Barton Hill;BS5 9LY;;51.456532;-2.563188;29;GB-BST;UKB7;UKK11;GB.BS;E06000023;Europe/London;+00:00;+01:00
GB;United Kingdom;EN;1019348384;England;South West England;City of Bristol;;Barton Hill;BS5 9LZ;;51.456795;-2.562616;30;GB-BST;UKB7;UKK11;GB.BS;E06000023;Europe/London;+00:00;+01:00
GB;United Kingdom;EN;1030868312;England;South West England;City of Bristol;;Barton Hill;BS5 9NB;;51.456297;-2.563444;29;GB-BST;UKB7;UKK11;GB.BS;E06000023;Europe/London;+00:00;+01:00
GB;United Kingdom;EN;1019348386;England;South West England;City of Bristol;;Barton Hill;BS5 9ND;;51.456807;-2.562112;27;GB-BST;UKB7;UKK11;GB.BS;E06000023;Europe/London;+00:00;+01:00
GB;United Kingdom;EN;1019348387;England;South West England;City of Bristol;;Barton Hill;BS5 9PR;;51.456494;-2.563634;28;GB-BST;UKB7;UKK11;GB.BS;E06000023;Europe/London;+00:00;+01:00
GB;United Kingdom;EN;1019348388;England;South West England;City of Bristol;;Barton Hill;BS5 9PS;;51.456194;-2.562364;37;GB-BST;UKB7;UKK11;GB.BS;E06000023;Europe/London;+00:00;+01:00
GB;United Kingdom;EN;1019348389;England;South West England;City of Bristol;;Barton Hill;BS5 9PT;;51.456198;-2.562354;37;GB-BST;UKB7;UKK11;GB.BS;E06000023;Europe/London;+00:00;+01:00
GB;United Kingdom;EN;1019348390;England;South West England;City of Bristol;;Barton Hill;BS5 9PU;;51.456086;-2.562492;37;GB-BST;UKB7;UKK11;GB.BS;E06000023;Europe/London;+00:00;+01:00
GB;United Kingdom;EN;1019348391;England;South West England;City of Bristol;;Barton Hill;BS5 9PX;;51.456525;-2.560972;26;GB-BST;UKB7;UKK11;GB.BS;E06000023;Europe/London;+00:00;+01:00
GB;United Kingdom;EN;1019348392;England;South West England;City of Bristol;;Barton Hill;BS5 9PY;;51.456715;-2.558858;28;GB-BST;UKB7;UKK11;GB.BS;E06000023;Europe/London;+00:00;+01:00
GB;United Kingdom;EN;1019348393;England;South West England;City of Bristol;;Barton Hill;BS5 9PZ;;51.456354;-2.560869;26;GB-BST;UKB7;UKK11;GB.BS;E06000023;Europe/London;+00:00;+01:00
GB;United Kingdom;EN;1019348394;England;South West England;City of Bristol;;Barton Hill;BS5 9QA;;51.456545;-2.558597;28;GB-BST;UKB7;UKK11;GB.BS;E06000023;Europe/London;+00:00;+01:00
GB;United Kingdom;EN;1019348395;England;South West England;City of Bristol;;Barton Hill;BS5 9QJ;;51.455890;-2.558387;27;GB-BST;UKB7;UKK11;GB.BS;E06000023;Europe/London;+00:00;+01:00
GB;United Kingdom;EN;1019348396;England;South West England;City of Bristol;;Barton Hill;BS5 9QN;;51.455659;-2.559536;25;GB-BST;UKB7;UKK11;GB.BS;E06000023;Europe/London;+00:00;+01:00
GB;United Kingdom;EN;1019348397;England;South West England;City of Bristol;;Barton Hill;BS5 9QP;;51.455639;-2.559924;24;GB-BST;UKB7;UKK11;GB.BS;E06000023;Europe/London;+00:00;+01:00
GB;United Kingdom;EN;1019348398;England;South West England;City of Bristol;;Barton Hill;BS5 9QQ;;51.456218;-2.557283;27;GB-BST;UKB7;UKK11;GB.BS;E06000023;Europe/London;+00:00;+01:00
GB;United Kingdom;EN;1019348399;England;South West England;City of Bristol;;Barton Hill;BS5 9QW;;51.455620;-2.560226;24;GB-BST;UKB7;UKK11;GB.BS;E06000023;Europe/London;+00:00;+01:00
GB;United Kingdom;EN;1019348400;England;South West England;City of Bristol;;Barton Hill;BS5 9UD;;51.452470;-2.564664;14;GB-BST;UKB7;UKK11;GB.BS;E06000023;Europe/London;+00:00;+01:00
GB;United Kingdom;EN;1019348401;England;South West England;City of Bristol;;Barton Hill;BS5 9UH;;51.453786;-2.563859;19;GB-BST;UKB7;UKK11;GB.BS;E06000023;Europe/London;+00:00;+01:00
GB;United Kingdom;EN;1019348402;England;South West England;City of Bristol;;Barton Hill;BS5 9UJ;;51.453796;-2.563851;19;GB-BST;UKB7;UKK11;GB.BS;E06000023;Europe/London;+00:00;+01:00
GB;United Kingdom;EN;1031196750;England;South West England;City of Bristol;;Bedminster;BS3 1AP;;51.443892;-2.611220;10;GB-BST;UKB7;UKK11;GB.BS;E06000023;Europe/London;+00:00;+01:00
GB;United Kingdom;EN;1019343664;England;South West England;City of Bristol;;Bedminster;BS3 1BG;;51.441589;-2.601060;15;GB-BST;UKB7;UKK11;GB.BS;E06000023;Europe/London;+00:00;+01:00
GB;United Kingdom;EN;1019343665;England;South West England;City of Bristol;;Bedminster;BS3 1BH;;51.441128;-2.601385;17;GB-BST;UKB7;UKK11;GB.BS;E06000023;Europe/London;+00:00;+01:00
GB;United Kingdom;EN;1019343666;England;South West England;City of Bristol;;Bedminster;BS3 1BN;;51.441301;-2.601042;16;GB-BST;UKB7;UKK11;GB.BS;E06000023;Europe/London;+00:00;+01:00
GB;United Kingdom;EN;1031253542;England;South West England;City of Bristol;;Bedminster;BS3 1BP;;51.441801;-2.601797;15;GB-BST;UKB7;UKK11;GB.BS;E06000023;Europe/London;+00:00;+01:00
GB;United Kingdom;EN;1030868236;England;South West England;City of Bristol;;Bedminster;BS3 1BW;;51.440962;-2.600548;17;GB-BST;UKB7;UKK11;GB.BS;E06000023;Europe/London;+00:00;+01:00
GB;United Kingdom;EN;1019343668;England;South West England;City of Bristol;;Bedminster;BS3 1BZ;;51.441123;-2.604234;20;GB-BST;UKB7;UKK11;GB.BS;E06000023;Europe/London;+00:00;+01:00
GB;United Kingdom;EN;1019343669;England;South West England;City of Bristol;;Bedminster;BS3 1DZ;;51.441794;-2.603049;19;GB-BST;UKB7;UKK11;GB.BS;E06000023;Europe/London;+00:00;+01:00
GB;United Kingdom;EN;1029814705;England;South West England;City of Bristol;;Bedminster;BS3 1EL;;51.441122;-2.606176;26;GB-BST;UKB7;UKK11;GB.BS;E06000023;Europe/London;+00:00;+01:00
GB;United Kingdom;EN;1019343670;England;South West England;City of Bristol;;Bedminster;BS3 1EN;;51.441085;-2.602823;16;GB-BST;UKB7;UKK11;GB.BS;E06000023;Europe/London;+00:00;+01:00
GB;United Kingdom;EN;1019343671;England;South West England;City of Bristol;;Bedminster;BS3 1ES;;51.440626;-2.604630;21;GB-BST;UKB7;UKK11;GB.BS;E06000023;Europe/London;+00:00;+01:00
GB;United Kingdom;EN;1030868237;England;South West England;City of Bristol;;Bedminster;BS3 1EW;;51.440956;-2.603368;17;GB-BST;UKB7;UKK11;GB.BS;E06000023;Europe/London;+00:00;+01:00
GB;United Kingdom;EN;1019343672;England;South West England;City of Bristol;;Bedminster;BS3 1EY;;51.440163;-2.607156;23;GB-BST;UKB7;UKK11;GB.BS;E06000023;Europe/London;+00:00;+01:00
GB;United Kingdom;EN;1019343673;England;South West England;City of Bristol;;Bedminster;BS3 1EZ;;51.440111;-2.608652;23;GB-BST;UKB7;UKK11;GB.BS;E06000023;Europe/London;+00:00;+01:00
GB;United Kingdom;EN;1040530363;England;South West England;City of Bristol;;Bedminster;BS3 1FJ;;51.182349;-2.699076;16;GB-BST;UKB7;UKK11;GB.BS;E06000023;Europe/London;+00:00;+01:00
GB;United Kingdom;EN;1064086309;England;South West England;City of Bristol;;Bedminster;BS3 1FU;;51.443156;-2.595097;13;GB-BST;UKB7;UKK11;GB.BS;E06000023;Europe/London;+00:00;+01:00
GB;United Kingdom;EN;1019343674;England;South West England;City of Bristol;;Bedminster;BS3 1HA;;51.440267;-2.608035;23;GB-BST;UKB7;UKK11;GB.BS;E06000023;Europe/London;+00:00;+01:00
GB;United Kingdom;EN;1019343675;England;South West England;City of Bristol;;Bedminster;BS3 1HF;;51.440490;-2.606671;23;GB-BST;UKB7;UKK11;GB.BS;E06000023;Europe/London;+00:00;+01:00
GB;United Kingdom;EN;1019343676;England;South West England;City of Bristol;;Bedminster;BS3 1HJ;;51.440915;-2.604461;19;GB-BST;UKB7;UKK11;GB.BS;E06000023;Europe/London;+00:00;+01:00
GB;United Kingdom;EN;1019343677;England;South West England;City of Bristol;;Bedminster;BS3 1HT;;51.441548;-2.601894;16;GB-BST;UKB7;UKK11;GB.BS;E06000023;Europe/London;+00:00;+01:00
GB;United Kingdom;EN;1019343678;England;South West England;City of Bristol;;Bedminster;BS3 1HW;;51.441282;-2.602927;18;GB-BST;UKB7;UKK11;GB.BS;E06000023;Europe/London;+00:00;+01:00
GB;United Kingdom;EN;1019343679;England;South West England;City of Bristol;;Bedminster;BS3 1JA;;51.441853;-2.612560;17;GB-BST;UKB7;UKK11;GB.BS;E06000023;Europe/London;+00:00;+01:00
GB;United Kingdom;EN;1019343680;England;South West England;City of Bristol;;Bedminster;BS3 1JD;;51.441148;-2.611486;19;GB-BST;UKB7;UKK11;GB.BS;E06000023;Europe/London;+00:00;+01:00
