,iso,country,language,id,region1,region2,region3,locality,Postcode,Postcode Latitude,Postcode Longitude,elevation,iso2,fips,nuts,stat,Postcode2,Locality Latitude,Locality Longitude
28,GB,United Kingdom,EN,1018984169,England,South West England,City of Bristol,Ashton,BS3 2SX,51.43183,-2.6137200000000003,25,GB-BST,UKB7,UKK11,E06000023,BS3 2,51.432773,-2.613028
29,GB,United Kingdom,EN,1018984170,England,South West England,City of Bristol,Ashton Gate,BS3 2EE,51.441428,-2.618065,9,GB-BST,UKB7,UKK11,E06000023,BS3 2,51.441539000000006,-2.6183325
30,GB,United Kingdom,EN,1018984171,England,South West England,City of Bristol,Ashton Gate,BS3 2EF,51.44165,-2.6186,7,GB-BST,UKB7,UKK11,E06000023,BS3 2,51.441539000000006,-2.6183325
31,GB,United Kingdom,EN,1030145996,England,South West England,City of Bristol,Avonmouth,BS11 0YT,51.521727,-2.6868939999999997,7,GB-BST,UKB7,UKK11,E06000023,BS11 0,51.50577630769231,-2.6952672307692307
32,GB,United Kingdom,EN,1019341089,England,South West England,City of Bristol,Avonmouth,BS11 9AA,51.500465000000005,-2.7000580000000003,9,GB-BST,UKB7,UKK11,E06000023,BS11 9,51.50577630769231,-2.6952672307692307
33,GB,United Kingdom,EN,1019341090,England,South West England,City of Bristol,Avonmouth,BS11 9AD,51.500246000000004,-2.700602,11,GB-BST,UKB7,UKK11,E06000023,BS11 9,51.50577630769231,-2.6952672307692307
34,GB,United Kingdom,EN,1031002656,England,South West England,City of Bristol,Avonmouth,BS11 9AF,51.519839000000005,-2.6928900000000002,7,GB-BST,UKB7,UKK11,E06000023,BS11 9,51.50577630769231,-2.6952672307692307
35,GB,United Kingdom,EN,1031204287,England,South West England,City of Bristol,Avonmouth,BS11 9AG,51.516882,-2.692672,6,GB-BST,UKB7,UKK11,E06000023,BS11 9,51.50577630769231,-2.6952672307692307
36,GB,United Kingdom,EN,1019341092,England,South West England,City of Bristol,Avonmouth,BS11 9AH,51.500475,-2.701384,9,GB-BST,UKB7,UKK11,E06000023,BS11 9,51.50577630769231,-2.6952672307692307
37,GB,United Kingdom,EN,1019341093,England,South West England,City of Bristol,Avonmouth,BS11 9AL,51.501022999999996,-2.701479,7,GB-BST,UKB7,UKK11,E06000023,BS11 9,51.50577630769231,-2.6952672307692307
38,GB,United Kingdom,EN,1019341094,England,South West England,City of Bristol,Avonmouth,BS11 9AN,51.501278000000006,-2.700834,7,GB-BST,UKB7,UKK11,E06000023,BS11 9,51.50577630769231,-2.6952672307692307
39,GB,United Kingdom,EN,1019341095,England,South West England,City of Bristol,Avonmouth,BS11 9AP,51.501928,-2.701925,9,GB-BST,UKB7,UKK11,E06000023,BS11 9,51.50577630769231,-2.6952672307692307
40,GB,United Kingdom,EN,1019341096,England,South West England,City of Bristol,Avonmouth,BS11 9AQ,51.499959000000004,-2.700497,11,GB-BST,UKB7,UKK11,E06000023,BS11 9,51.50577630769231,-2.6952672307692307
41,GB,United Kingdom,EN,1019341097,England,South West England,City of Bristol,Avonmouth,BS11 9AR,51.500884,-2.700555,10,GB-BST,UKB7,UKK11,E06000023,BS11 9,51.50577630769231,-2.6952672307692307
42,GB,United Kingdom,EN,1019341098,England,South West England,City of Bristol,Avonmouth,BS11 9AS,51.500775,-2.700827,9,GB-BST,UKB7,UKK11,E06000023,BS11 9,51.50577630769231,-2.6952672307692307
43,GB,United Kingdom,EN,1019341099,England,South West England,City of Bristol,Avonmouth,BS11 9AW,51.501976,-2.701508,9,GB-BST,UKB7,UKK11,E06000023,BS11 9,51.50577630769231,-2.6952672307692307
44,GB,United Kingdom,EN,1031143797,England,South West England,City of Bristol,Avonmouth,BS11 9BN,51.525262,-2.6897,9,GB-BST,UKB7,UKK11,E06000023,BS11 9,51.50577630769231,-2.6952672307692307
45,GB,United Kingdom,EN,1031087811,England,South West England,City of Bristol,Avonmouth,BS11 9BP,51.52166,-2.692153,7,GB-BST,UKB7,UKK11,E06000023,BS11 9,51.50577630769231,-2.6952672307692307
46,GB,United Kingdom,EN,1031193043,England,South West England,City of Bristol,Avonmouth,BS11 9BY,51.520039000000004,-2.689477,8,GB-BST,UKB7,UKK11,E06000023,BS11 9,51.50577630769231,-2.6952672307692307
47,GB,United Kingdom,EN,1019341102,England,South West England,City of Bristol,Avonmouth,BS11 9DB,51.493637,-2.693054,9,GB-BST,UKB7,UKK11,E06000023,BS11 9,51.50577630769231,-2.6952672307692307
48,GB,United Kingdom,EN,1030991881,England,South West England,City of Bristol,Avonmouth,BS11 9DQ,51.502909,-2.698799,11,GB-BST,UKB7,UKK11,E06000023,BS11 9,51.50577630769231,-2.6952672307692307
49,GB,United Kingdom,EN,1031037349,England,South West England,City of Bristol,Avonmouth,BS11 9DX,51.500479,-2.7021189999999997,9,GB-BST,UKB7,UKK11,E06000023,BS11 9,51.50577630769231,-2.6952672307692307
50,GB,United Kingdom,EN,1031054592,England,South West England,City of Bristol,Avonmouth,BS11 9EB,51.518945,-2.692011,8,GB-BST,UKB7,UKK11,E06000023,BS11 9,51.50577630769231,-2.6952672307692307
51,GB,United Kingdom,EN,1030986653,England,South West England,City of Bristol,Avonmouth,BS11 9ED,51.503152,-2.697204,9,GB-BST,UKB7,UKK11,E06000023,BS11 9,51.50577630769231,-2.6952672307692307
52,GB,United Kingdom,EN,1019341106,England,South West England,City of Bristol,Avonmouth,BS11 9EH,51.503803999999995,-2.695009,7,GB-BST,UKB7,UKK11,E06000023,BS11 9,51.50577630769231,-2.6952672307692307
53,GB,United Kingdom,EN,1019341107,England,South West England,City of Bristol,Avonmouth,BS11 9ES,51.501948999999996,-2.698482,8,GB-BST,UKB7,UKK11,E06000023,BS11 9,51.50577630769231,-2.6952672307692307
54,GB,United Kingdom,EN,1019341108,England,South West England,City of Bristol,Avonmouth,BS11 9ET,51.502484,-2.697669,8,GB-BST,UKB7,UKK11,E06000023,BS11 9,51.50577630769231,-2.6952672307692307
55,GB,United Kingdom,EN,1019341109,England,South West England,City of Bristol,Avonmouth,BS11 9EU,51.500854,-2.6966930000000002,8,GB-BST,UKB7,UKK11,E06000023,BS11 9,51.50577630769231,-2.6952672307692307
56,GB,United Kingdom,EN,1019341110,England,South West England,City of Bristol,Avonmouth,BS11 9EW,51.501544,-2.6999880000000003,8,GB-BST,UKB7,UKK11,E06000023,BS11 9,51.50577630769231,-2.6952672307692307
57,GB,United Kingdom,EN,1019341111,England,South West England,City of Bristol,Avonmouth,BS11 9FB,51.500145,-2.690257,10,GB-BST,UKB7,UKK11,E06000023,BS11 9,51.50577630769231,-2.6952672307692307
58,GB,United Kingdom,EN,1019341112,England,South West England,City of Bristol,Avonmouth,BS11 9FE,51.501312,-2.698141,8,GB-BST,UKB7,UKK11,E06000023,BS11 9,51.50577630769231,-2.6952672307692307
59,GB,United Kingdom,EN,1031194832,England,South West England,City of Bristol,Avonmouth,BS11 9FF,51.508952,-2.6850009999999997,6,GB-BST,UKB7,UKK11,E06000023,BS11 9,51.50577630769231,-2.6952672307692307
60,GB,United Kingdom,EN,1031197594,England,South West England,City of Bristol,Avonmouth,BS11 9FG,51.516994,-2.6890709999999998,6,GB-BST,UKB7,UKK11,E06000023,BS11 9,51.50577630769231,-2.6952672307692307
61,GB,United Kingdom,EN,1019341115,England,South West England,City of Bristol,Avonmouth,BS11 9FP,51.499878,-2.695872,8,GB-BST,UKB7,UKK11,E06000023,BS11 9,51.50577630769231,-2.6952672307692307
62,GB,United Kingdom,EN,1031236369,England,South West England,City of Bristol,Avonmouth,BS11 9HF,51.505064000000004,-2.699293,8,GB-BST,UKB7,UKK11,E06000023,BS11 9,51.50577630769231,-2.6952672307692307
63,GB,United Kingdom,EN,1031098157,England,South West England,City of Bristol,Avonmouth,BS11 9HG,51.504262,-2.699569,8,GB-BST,UKB7,UKK11,E06000023,BS11 9,51.50577630769231,-2.6952672307692307
64,GB,United Kingdom,EN,1019341118,England,South West England,City of Bristol,Avonmouth,BS11 9HL,51.50569,-2.6953259999999997,8,GB-BST,UKB7,UKK11,E06000023,BS11 9,51.50577630769231,-2.6952672307692307
65,GB,United Kingdom,EN,1030972047,England,South West England,City of Bristol,Avonmouth,BS11 9HP,51.50625,-2.701012,9,GB-BST,UKB7,UKK11,E06000023,BS11 9,51.50577630769231,-2.6952672307692307
66,GB,United Kingdom,EN,1029813991,England,South West England,City of Bristol,Avonmouth,BS11 9HQ,51.504514,-2.6965619999999997,7,GB-BST,UKB7,UKK11,E06000023,BS11 9,51.50577630769231,-2.6952672307692307
67,GB,United Kingdom,EN,1019341120,England,South West England,City of Bristol,Avonmouth,BS11 9HS,51.508369,-2.696966,9,GB-BST,UKB7,UKK11,E06000023,BS11 9,51.50577630769231,-2.6952672307692307
68,GB,United Kingdom,EN,1031060189,England,South West England,City of Bristol,Avonmouth,BS11 9HU,51.506607,-2.693798,7,GB-BST,UKB7,UKK11,E06000023,BS11 9,51.50577630769231,-2.6952672307692307
69,GB,United Kingdom,EN,1031163640,England,South West England,City of Bristol,Avonmouth,BS11 9HW,51.508641,-2.6949959999999997,6,GB-BST,UKB7,UKK11,E06000023,BS11 9,51.50577630769231,-2.6952672307692307
70,GB,United Kingdom,EN,1019341123,England,South West England,City of Bristol,Avonmouth,BS11 9HZ,51.509242,-2.695337,8,GB-BST,UKB7,UKK11,E06000023,BS11 9,51.50577630769231,-2.6952672307692307
71,GB,United Kingdom,EN,1019341124,England,South West England,City of Bristol,Avonmouth,BS11 9JA,51.499195,-2.697403,9,GB-BST,UKB7,UKK11,E06000023,BS11 9,51.50577630769231,-2.6952672307692307
72,GB,United Kingdom,EN,1019341125,England,South West England,City of Bristol,Avonmouth,BS11 9JZ,51.496651,-2.691184,9,GB-BST,UKB7,UKK11,E06000023,BS11 9,51.50577630769231,-2.6952672307692307
73,GB,United Kingdom,EN,1019341126,England,South West England,City of Bristol,Avonmouth,BS11 9LG,51.494693,-2.690881,8,GB-BST,UKB7,UKK11,E06000023,BS11 9,51.50577630769231,-2.6952672307692307
74,GB,United Kingdom,EN,1019341127,England,South West England,City of Bristol,Avonmouth,BS11 9TP,51.506554,-2.690714,8,GB-BST,UKB7,UKK11,E06000023,BS11 9,51.50577630769231,-2.6952672307692307
75,GB,United Kingdom,EN,1019341128,England,South West England,City of Bristol,Avonmouth,BS11 9YE,51.506782,-2.691654,8,GB-BST,UKB7,UKK11,E06000023,BS11 9,51.50577630769231,-2.6952672307692307
76,GB,United Kingdom,EN,1031017922,England,South West England,City of Bristol,Avonmouth,BS11 9YH,51.504368,-2.686258,7,GB-BST,UKB7,UKK11,E06000023,BS11 9,51.50577630769231,-2.6952672307692307
77,GB,United Kingdom,EN,1030868192,England,South West England,City of Bristol,Avonmouth,BS11 9YL,51.505571,-2.688149,7,GB-BST,UKB7,UKK11,E06000023,BS11 9,51.50577630769231,-2.6952672307692307
78,GB,United Kingdom,EN,1031068564,England,South West England,City of Bristol,Avonmouth,BS11 9YP,51.505032,-2.689582,8,GB-BST,UKB7,UKK11,E06000023,BS11 9,51.50577630769231,-2.6952672307692307
79,GB,United Kingdom,EN,1019341132,England,South West England,City of Bristol,Avonmouth,BS11 9YQ,51.516765,-2.692713,6,GB-BST,UKB7,UKK11,E06000023,BS11 9,51.50577630769231,-2.6952672307692307
80,GB,United Kingdom,EN,1031089692,England,South West England,City of Bristol,Avonmouth,BS11 9YR,51.502781,-2.696175,9,GB-BST,UKB7,UKK11,E06000023,BS11 9,51.50577630769231,-2.6952672307692307
81,GB,United Kingdom,EN,1031120765,England,South West England,City of Bristol,Avonmouth,BS11 9YS,51.50564,-2.69011,7,GB-BST,UKB7,UKK11,E06000023,BS11 9,51.50577630769231,-2.6952672307692307
82,GB,United Kingdom,EN,1030979649,England,South West England,City of Bristol,Avonmouth,BS11 9ZG,51.506240999999996,-2.693389,6,GB-BST,UKB7,UKK11,E06000023,BS11 9,51.50577630769231,-2.6952672307692307
83,GB,United Kingdom,EN,1031048294,England,South West England,City of Bristol,Avon Valley Business Park,BS4 4EE,51.4513,-2.54584,22,GB-BST,UKB7,UKK11,E06000023,BS4 4,51.451794500000005,-2.545846
84,GB,United Kingdom,EN,1018984917,England,South West England,City of Bristol,Avon Valley Business Park,BS4 4EU,51.452289,-2.545852,15,GB-BST,UKB7,UKK11,E06000023,BS4 4,51.451794500000005,-2.545846
85,GB,United Kingdom,EN,1018983636,England,South West England,City of Bristol,Baptist Mills,BS2 9RS,51.467603000000004,-2.5756330000000003,11,GB-BST,UKB7,UKK11,E06000023,BS2 9,51.467603000000004,-2.5756330000000003
86,GB,United Kingdom,EN,1030868311,England,South West England,City of Bristol,Barton Hill,BS5 0DW,51.454077000000005,-2.568814,18,GB-BST,UKB7,UKK11,E06000023,BS5 0,51.45542486956522,-2.5621548695652177
87,GB,United Kingdom,EN,1019348381,England,South West England,City of Bristol,Barton Hill,BS5 9BF,51.452249,-2.5657400000000004,14,GB-BST,UKB7,UKK11,E06000023,BS5 9,51.45542486956522,-2.5621548695652177
88,GB,United Kingdom,EN,1019348382,England,South West England,City of Bristol,Barton Hill,BS5 9BU,51.451826000000004,-2.565778,12,GB-BST,UKB7,UKK11,E06000023,BS5 9,51.45542486956522,-2.5621548695652177
89,GB,United Kingdom,EN,1019348383,England,South West England,City of Bristol,Barton Hill,BS5 9LY,51.456532,-2.5631880000000002,29,GB-BST,UKB7,UKK11,E06000023,BS5 9,51.45542486956522,-2.5621548695652177
90,GB,United Kingdom,EN,1019348384,England,South West England,City of Bristol,Barton Hill,BS5 9LZ,51.456795,-2.562616,30,GB-BST,UKB7,UKK11,E06000023,BS5 9,51.45542486956522,-2.5621548695652177
91,GB,United Kingdom,EN,1030868312,England,South West England,City of Bristol,Barton Hill,BS5 9NB,51.456297,-2.563444,29,GB-BST,UKB7,UKK11,E06000023,BS5 9,51.45542486956522,-2.5621548695652177
92,GB,United Kingdom,EN,1019348386,England,South West England,City of Bristol,Barton Hill,BS5 9ND,51.456807,-2.562112,27,GB-BST,UKB7,UKK11,E06000023,BS5 9,51.45542486956522,-2.5621548695652177
93,GB,United Kingdom,EN,1019348387,England,South West England,City of Bristol,Barton Hill,BS5 9PR,51.456494,-2.563634,28,GB-BST,UKB7,UKK11,E06000023,BS5 9,51.45542486956522,-2.5621548695652177
94,GB,United Kingdom,EN,1019348388,England,South West England,City of Bristol,Barton Hill,BS5 9PS,51.456194,-2.562364,37,GB-BST,UKB7,UKK11,E06000023,BS5 9,51.45542486956522,-2.5621548695652177
95,GB,United Kingdom,EN,1019348389,England,South West England,City of Bristol,Barton Hill,BS5 9PT,51.456198,-2.562354,37,GB-BST,UKB7,UKK11,E06000023,BS5 9,51.45542486956522,-2.5621548695652177
96,GB,United Kingdom,EN,1019348390,England,South West England,City of Bristol,Barton Hill,BS5 9PU,51.456086,-2.5624919999999998,37,GB-BST,UKB7,UKK11,E06000023,BS5 9,51.45542486956522,-2.5621548695652177
97,GB,United Kingdom,EN,1019348391,England,South West England,City of Bristol,Barton Hill,BS5 9PX,51.456525,-2.560972,26,GB-BST,UKB7,UKK11,E06000023,BS5 9,51.45542486956522,-2.5621548695652177
98,GB,United Kingdom,EN,1019348392,England,South West England,City of Bristol,Barton Hill,BS5 9PY,51.456715,-2.5588580000000003,28,GB-BST,UKB7,UKK11,E06000023,BS5 9,51.45542486956522,-2.5621548695652177
99,GB,United Kingdom,EN,1019348393,England,South West England,City of Bristol,Barton Hill,BS5 9PZ,51.456354,-2.560869,26,GB-BST,UKB7,UKK11,E06000023,BS5 9,51.45542486956522,-2.5621548695652177
100,GB,United Kingdom,EN,1019348394,England,South West England,City of Bristol,Barton Hill,BS5 9QA,51.456545,-2.5585970000000002,28,GB-BST,UKB7,UKK11,E06000023,BS5 9,51.45542486956522,-2.5621548695652177
101,GB,United Kingdom,EN,1019348395,England,South West England,City of Bristol,Barton Hill,BS5 9QJ,51.455890000000004,-2.5583869999999997,27,GB-BST,UKB7,UKK11,E06000023,BS5 9,51.45542486956522,-2.5621548695652177
102,GB,United Kingdom,EN,1019348396,England,South West England,City of Bristol,Barton Hill,BS5 9QN,51.455659000000004,-2.559536,25,GB-BST,UKB7,UKK11,E06000023,BS5 9,51.45542486956522,-2.5621548695652177
103,GB,United Kingdom,EN,1019348397,England,South West England,City of Bristol,Barton Hill,BS5 9QP,51.455639,-2.559924,24,GB-BST,UKB7,UKK11,E06000023,BS5 9,51.45542486956522,-2.5621548695652177
104,GB,United Kingdom,EN,1019348398,England,South West England,City of Bristol,Barton Hill,BS5 9QQ,51.456218,-2.557283,27,GB-BST,UKB7,UKK11,E06000023,BS5 9,51.45542486956522,-2.5621548695652177
105,GB,United Kingdom,EN,1019348399,England,South West England,City of Bristol,Barton Hill,BS5 9QW,51.45562,-2.5602259999999997,24,GB-BST,UKB7,UKK11,E06000023,BS5 9,51.45542486956522,-2.5621548695652177
106,GB,United Kingdom,EN,1019348400,England,South West England,City of Bristol,Barton Hill,BS5 9UD,51.45247,-2.564664,14,GB-BST,UKB7,UKK11,E06000023,BS5 9,51.45542486956522,-2.5621548695652177
107,GB,United Kingdom,EN,1019348401,England,South West England,City of Bristol,Barton Hill,BS5 9UH,51.453786,-2.563859,19,GB-BST,UKB7,UKK11,E06000023,BS5 9,51.45542486956522,-2.5621548695652177
108,GB,United Kingdom,EN,1019348402,England,South West England,City of Bristol,Barton Hill,BS5 9UJ,51.453796000000004,-2.5638509999999997,19,GB-BST,UKB7,UKK11,E06000023,BS5 9,51.45542486956522,-2.5621548695652177
109,GB,United Kingdom,EN,1031196750,England,South West England,City of Bristol,Bedminster,BS3 1AP,51.443892,-2.61122,10,GB-BST,UKB7,UKK11,E06000023,BS3 1,51.437580869918705,-2.6027019268292686
110,GB,United Kingdom,EN,1019343664,England,South West England,City of Bristol,Bedminster,BS3 1BG,51.441589,-2.60106,15,GB-BST,UKB7,UKK11,E06000023,BS3 1,51.437580869918705,-2.6027019268292686
111,GB,United Kingdom,EN,1019343665,England,South West England,City of Bristol,Bedminster,BS3 1BH,51.441128000000006,-2.601385,17,GB-BST,UKB7,UKK11,E06000023,BS3 1,51.437580869918705,-2.6027019268292686
112,GB,United Kingdom,EN,1019343666,England,South West England,City of Bristol,Bedminster,BS3 1BN,51.441301,-2.6010419999999996,16,GB-BST,UKB7,UKK11,E06000023,BS3 1,51.437580869918705,-2.6027019268292686
113,GB,United Kingdom,EN,1031253542,England,South West England,City of Bristol,Bedminster,BS3 1BP,51.441801,-2.601797,15,GB-BST,UKB7,UKK11,E06000023,BS3 1,51.437580869918705,-2.6027019268292686
114,GB,United Kingdom,EN,1030868236,England,South West England,City of Bristol,Bedminster,BS3 1BW,51.440962,-2.600548,17,GB-BST,UKB7,UKK11,E06000023,BS3 1,51.437580869918705,-2.6027019268292686
115,GB,United Kingdom,EN,1019343668,England,South West England,City of Bristol,Bedminster,BS3 1BZ,51.441123,-2.604234,20,GB-BST,UKB7,UKK11,E06000023,BS3 1,51.437580869918705,-2.6027019268292686
116,GB,United Kingdom,EN,1019343669,England,South West England,City of Bristol,Bedminster,BS3 1DZ,51.441794,-2.603049,19,GB-BST,UKB7,UKK11,E06000023,BS3 1,51.437580869918705,-2.6027019268292686
117,GB,United Kingdom,EN,1029814705,England,South West England,City of Bristol,Bedminster,BS3 1EL,51.441122,-2.606176,26,GB-BST,UKB7,UKK11,E06000023,BS3 1,51.437580869918705,-2.6027019268292686
118,GB,United Kingdom,EN,1019343670,England,South West England,City of Bristol,Bedminster,BS3 1EN,51.441085,-2.602823,16,GB-BST,UKB7,UKK11,E06000023,BS3 1,51.437580869918705,-2.6027019268292686
119,GB,United Kingdom,EN,1019343671,England,South West England,City of Bristol,Bedminster,BS3 1ES,51.440626,-2.60463,21,GB-BST,UKB7,UKK11,E06000023,BS3 1,51.437580869918705,-2.6027019268292686
120,GB,United Kingdom,EN,1030868237,England,South West England,City of Bristol,Bedminster,BS3 1EW,51.440956,-2.603368,17,GB-BST,UKB7,UKK11,E06000023,BS3 1,51.437580869918705,-2.6027019268292686
121,GB,United Kingdom,EN,1019343672,England,South West England,City of Bristol,Bedminster,BS3 1EY,51.440163,-2.6071560000000003,23,GB-BST,UKB7,UKK11,E06000023,BS3 1,51.437580869918705,-2.6027019268292686
122,GB,United Kingdom,EN,1019343673,England,South West England,City of Bristol,Bedminster,BS3 1EZ,51.440111,-2.608652,23,GB-BST,UKB7,UKK11,E06000023,BS3 1,51.437580869918705,-2.6027019268292686
123,GB,United Kingdom,EN,1040530363,England,South West England,City of Bristol,Bedminster,BS3 1FJ,51.182349,-2.699076,16,GB-BST,UKB7,UKK11,E06000023,BS3 1,51.437580869918705,-2.6027019268292686
124,GB,United Kingdom,EN,1064086309,England,South West England,City of Bristol,Bedminster,BS3 1FU,51.443156,-2.595097,13,GB-BST,UKB7,UKK11,E06000023,BS3 1,51.437580869918705,-2.6027019268292686
125,GB,United Kingdom,EN,1019343674,England,South West England,City of Bristol,Bedminster,BS3 1HA,51.440267,-2.6080349999999997,23,GB-BST,UKB7,UKK11,E06000023,BS3 1,51.437580869918705,-2.6027019268292686
126,GB,United Kingdom,EN,1019343675,England,South West England,City of Bristol,Bedminster,BS3 1HF,51.440490000000004,-2.606671,23,GB-BST,UKB7,UKK11,E06000023,BS3 1,51.437580869918705,-2.6027019268292686
127,GB,United Kingdom,EN,1019343676,England,South West England,City of Bristol,Bedminster,BS3 1HJ,51.440915000000004,-2.604461,19,GB-BST,UKB7,UKK11,E06000023,BS3 1,51.437580869918705,-2.6027019268292686
128,GB,United Kingdom,EN,1019343677,England,South West England,City of Bristol,Bedminster,BS3 1HT,51.441548,-2.6018939999999997,16,GB-BST,UKB7,UKK11,E06000023,BS3 1,51.437580869918705,-2.6027019268292686
